date,price
2021-11-16,55.2
2021-11-17,54.99
2021-11-18,57.92
2021-11-19,58.19
2021-11-20,56.39
2021-11-21,55.75
2021-11-22,56.79
2021-11-23,54.01
2021-11-24,54.11
2021-11-25,55.69
2021-11-26,54.95
2021-11-27,55.2
2021-11-28,54.58
2021-11-29,54.4
2021-11-30,54.89
2021-12-01,53.59
2021-12-02,54.28
2021-12-03,52.03
2021-12-04,53.72
2021-12-05,52.53
2021-12-06,51.54
2021-12-07,51.37
2021-12-08,51.74
2021-12-09,53.04
2021-12-10,51.2
2021-12-11,52.3
2021-12-12,51.35
2021-12-13,50.84
2021-12-14,51.55
2021-12-15,51.01
2021-12-16,51.9
2021-12-17,50.72
2021-12-18,50.11
2021-12-19,50.05
2021-12-20,49.81
2021-12-21,49.26
2021-12-22,48.0
2021-12-23,49.23
2021-12-24,49.52
2021-12-25,51.46
2021-12-26,50.39
2021-12-27,47.28
2021-12-28,47.3
2021-12-29,46.12
2021-12-30,47.08
2021-12-31,48.07
2022-01-01,48.75
2022-01-02,46.52
2022-01-03,45.94
2022-01-04,44.11
2022-01-05,45.78
2022-01-06,45.14
2022-01-07,45.8
2022-01-08,45.38
2022-01-09,45.6
2022-01-10,43.46
2022-01-11,43.25
2022-01-12,46.37
2022-01-13,43.48
2022-01-14,43.84
2022-01-15,46.38
2022-01-16,46.87
2022-01-17,42.57
2022-01-18,42.83
2022-01-19,43.37
2022-01-20,44.82
2022-01-21,42.58
2022-01-22,43.15
2022-01-23,43.62
2022-01-24,42.69
2022-01-25,41.51
2022-01-26,41.65
2022-01-27,40.74
2022-01-28,41.98
2022-01-29,41.88
2022-01-30,41.89
2022-01-31,40.58
2022-02-01,41.07
2022-02-02,41.5
2022-02-03,40.96
2022-02-04,41.37
2022-02-05,41.04
2022-02-06,40.58
2022-02-07,39.35
2022-02-08,39.87
2022-02-09,39.45
2022-02-10,41.67
2022-02-11,41.46
2022-02-12,40.36
2022-02-13,38.93
2022-02-14,38.05
2022-02-15,39.74
2022-02-16,38.88
2022-02-17,39.35
2022-02-18,37.63
2022-02-19,40.02
2022-02-20,39.22
2022-02-21,37.28
2022-02-22,37.49
2022-02-23,38.15
2022-02-24,38.26
2022-02-25,38.26
2022-02-26,38.44
2022-02-27,37.96
2022-02-28,37.82
2022-03-01,38.66
2022-03-02,35.06
2022-03-03,37.48
2022-03-04,38.19
2022-03-05,38.34
2022-03-06,37.41
2022-03-07,35.68
2022-03-08,37.25
2022-03-09,38.56
2022-03-10,35.98
2022-03-11,38.5
2022-03-12,37.5
2022-03-13,37.45
2022-03-14,36.1
2022-03-15,36.46
2022-03-16,38.02
2022-03-17,37.76
2022-03-18,39.18
2022-03-19,38.78
2022-03-20,37.85
2022-03-21,38.6
2022-03-22,37.17
2022-03-23,37.63
2022-03-24,37.04
2022-03-25,37.78
2022-03-26,37.22
2022-03-27,38.5
2022-03-28,36.16
2022-03-29,37.69
2022-03-30,36.96
2022-03-31,38.63
2022-04-01,38.7
2022-04-02,39.82
2022-04-03,38.63
2022-04-04,36.19
2022-04-05,37.34
2022-04-06,36.52
2022-04-07,37.58
2022-04-08,39.88
2022-04-09,39.28
2022-04-10,37.9
2022-04-11,37.28
2022-04-12,38.05
2022-04-13,37.12
2022-04-14,38.11
2022-04-15,39.5
2022-04-16,40.47
2022-04-17,39.83
2022-04-18,36.9
2022-04-19,39.1
2022-04-20,39.11
2022-04-21,39.95
2022-04-22,41.56
2022-04-23,38.48
2022-04-24,39.68
2022-04-25,40.46
2022-04-26,38.38
2022-04-27,41.39
2022-04-28,40.94
2022-04-29,41.92
2022-04-30,40.91
2022-05-01,42.05
2022-05-02,42.02
2022-05-03,41.17
2022-05-04,41.45
2022-05-05,42.05
2022-05-06,41.61
2022-05-07,42.53
2022-05-08,42.45
2022-05-09,42.69
2022-05-10,43.17
2022-05-11,41.61
2022-05-12,43.05
2022-05-13,45.09
2022-05-14,43.39
2022-05-15,43.26
2022-05-16,43.96
2022-05-17,44.48
2022-05-18,44.04
2022-05-19,45.84
2022-05-20,46.02
2022-05-21,46.33
2022-05-22,46.03
2022-05-23,47.42
2022-05-24,45.1
2022-05-25,43.81
2022-05-26,47.68
2022-05-27,46.45
2022-05-28,47.29
2022-05-29,48.34
2022-05-30,45.53
2022-05-31,45.82
2022-06-01,45.84
2022-06-02,47.21
2022-06-03,48.95
2022-06-04,49.38
2022-06-05,49.13
2022-06-06,47.43
2022-06-07,46.6
2022-06-08,49.08
2022-06-09,49.25
2022-06-10,50.74
2022-06-11,51.31
2022-06-12,50.79
2022-06-13,51.17
2022-06-14,50.68
2022-06-15,51.3
2022-06-16,50.84
2022-06-17,51.97
2022-06-18,52.66
2022-06-19,53.21
2022-06-20,51.95
2022-06-21,52.76
2022-06-22,52.41
2022-06-23,53.19
2022-06-24,54.7
2022-06-25,52.52
2022-06-26,53.13
2022-06-27,52.79
2022-06-28,52.01
2022-06-29,53.86
2022-06-30,55.8
2022-07-01,55.51
2022-07-02,56.3
2022-07-03,57.09
2022-07-04,57.13
2022-07-05,55.86
2022-07-06,57.49
2022-07-07,57.0
2022-07-08,56.8
2022-07-09,57.37
2022-07-10,56.55
2022-07-11,56.9
2022-07-12,57.36
2022-07-13,58.74
2022-07-14,60.21
2022-07-15,58.05
2022-07-16,59.98
2022-07-17,58.66
2022-07-18,62.72
2022-07-19,64.97
2022-07-20,66.46
2022-07-21,72.97
2022-07-22,74.98
2022-07-23,78.4
2022-07-24,80.63
2022-07-25,83.77
2022-07-26,88.02
2022-07-27,90.62
2022-07-28,95.22
2022-07-29,99.23
2022-07-30,104.17
2022-07-31,104.65
2022-08-01,105.51
2022-08-02,112.41
2022-08-03,113.73
2022-08-04,120.28
2022-08-05,123.25
2022-08-06,126.02
2022-08-07,129.82
2022-08-08,135.4
2022-08-09,138.63
2022-08-10,138.5
2022-08-11,143.04
2022-08-12,149.31
2022-08-13,149.14
2022-08-14,154.53
2022-08-15,156.28
2022-08-16,156.76
2022-08-17,151.78
2022-08-18,148.36
2022-08-19,145.49
2022-08-20,144.82
2022-08-21,142.66
2022-08-22,139.17
2022-08-23,139.86
2022-08-24,135.54
2022-08-25,129.66
2022-08-26,129.74
2022-08-27,125.61
2022-08-28,122.3
2022-08-29,119.24
2022-08-30,116.39
2022-08-31,112.03
2022-09-01,111.67
2022-09-02,106.0
2022-09-03,104.64
2022-09-04,104.54
2022-09-05,97.57
2022-09-06,95.54
2022-09-07,90.84
2022-09-08,88.73
2022-09-09,85.28
2022-09-10,82.04
2022-09-11,77.85
2022-09-12,75.36
2022-09-13,70.61
2022-09-14,68.87
2022-09-15,69.69
2022-09-16,69.48
2022-09-17,69.03
2022-09-18,69.46
2022-09-19,68.37
2022-09-20,69.25
2022-09-21,66.88
2022-09-22,68.64
2022-09-23,67.55
2022-09-24,68.11
2022-09-25,70.42
2022-09-26,69.57
2022-09-27,67.84
2022-09-28,67.23
2022-09-29,66.3
2022-09-30,68.85
2022-10-01,71.6
2022-10-02,69.52
2022-10-03,68.17
2022-10-04,68.79
2022-10-05,67.03
2022-10-06,68.52
2022-10-07,69.23
2022-10-08,69.11
2022-10-09,69.58
2022-10-10,68.69
2022-10-11,68.66
2022-10-12,67.47
2022-10-13,69.23
2022-10-14,70.21
2022-10-15,67.89
2022-10-16,67.62
2022-10-17,69.11
2022-10-18,67.38
2022-10-19,68.82
2022-10-20,67.46
2022-10-21,69.46
2022-10-22,68.27
2022-10-23,68.01
2022-10-24,68.65
2022-10-25,66.53
2022-10-26,66.0
2022-10-27,66.71
2022-10-28,67.8
2022-10-29,65.95
2022-10-30,67.54
2022-10-31,65.92
2022-11-01,67.03
2022-11-02,63.81
2022-11-03,65.5
2022-11-04,64.94
2022-11-05,65.67
2022-11-06,66.22
2022-11-07,65.25
2022-11-08,64.76
2022-11-09,64.78
2022-11-10,65.34
2022-11-11,64.48
2022-11-12,65.95
2022-11-13,65.47
2022-11-14,64.62
2022-11-15,64.33
2022-11-16,64.02
2022-11-17,65.8
2022-11-18,64.1
2022-11-19,63.81
2022-11-20,62.96
2022-11-21,62.09
2022-11-22,61.43
2022-11-23,61.66
2022-11-24,62.6
2022-11-25,63.16
2022-11-26,62.8
2022-11-27,61.6
2022-11-28,62.46
2022-11-29,61.85
2022-11-30,60.93
2022-12-01,60.67
2022-12-02,61.94
2022-12-03,61.5
2022-12-04,59.55
2022-12-05,60.15
2022-12-06,59.96
2022-12-07,58.8
2022-12-08,59.96
2022-12-09,58.66
2022-12-10,61.05
2022-12-11,60.48
2022-12-12,58.48
2022-12-13,58.55
2022-12-14,55.93
2022-12-15,57.23
2022-12-16,58.18
2022-12-17,57.36
2022-12-18,58.47
2022-12-19,58.97
2022-12-20,55.63
2022-12-21,55.81
2022-12-22,56.94
2022-12-23,58.35
2022-12-24,55.68
2022-12-25,56.51
2022-12-26,57.27
2022-12-27,53.65
2022-12-28,53.86
2022-12-29,54.81
2022-12-30,54.89
2022-12-31,55.97
2023-01-01,54.97
2023-01-02,52.5
2023-01-03,54.08
2023-01-04,52.98
2023-01-05,54.82
2023-01-06,53.28
2023-01-07,53.16
2023-01-08,53.74
2023-01-09,53.29
2023-01-10,52.53
2023-01-11,50.5
2023-01-12,52.69
2023-01-13,51.46
2023-01-14,52.5
2023-01-15,50.53
2023-01-16,51.58
2023-01-17,49.98
2023-01-18,49.46
2023-01-19,51.45
2023-01-20,51.22
2023-01-21,50.36
2023-01-22,51.76
2023-01-23,49.44
2023-01-24,49.41
2023-01-25,49.54
2023-01-26,48.95
2023-01-27,50.14
2023-01-28,49.16
2023-01-29,48.83
2023-01-30,49.82
2023-01-31,47.22
2023-02-01,45.92
2023-02-02,49.77
2023-02-03,50.85
2023-02-04,48.13
2023-02-05,46.33
2023-02-06,47.2
2023-02-07,46.81
2023-02-08,46.85
2023-02-09,46.27
2023-02-10,48.04
2023-02-11,47.95
2023-02-12,45.73
2023-02-13,47.15
2023-02-14,47.97
2023-02-15,46.25
2023-02-16,46.06
2023-02-17,46.52
2023-02-18,47.18
2023-02-19,44.69
2023-02-20,45.86
2023-02-21,44.99
2023-02-22,47.0
2023-02-23,45.48
2023-02-24,47.44
2023-02-25,44.95
2023-02-26,46.12
2023-02-27,45.37
2023-02-28,43.95
2023-03-01,44.92
2023-03-02,46.17
2023-03-03,45.12
2023-03-04,43.92
2023-03-05,45.1
2023-03-06,43.82
2023-03-07,44.0
2023-03-08,44.29
2023-03-09,43.18
2023-03-10,43.62
2023-03-11,45.57
2023-03-12,44.36
2023-03-13,42.07
2023-03-14,44.79
2023-03-15,44.41
2023-03-16,43.9
2023-03-17,43.75
2023-03-18,45.78
2023-03-19,45.07
2023-03-20,46.47
2023-03-21,44.44
2023-03-22,44.52
2023-03-23,44.43
2023-03-24,45.73
2023-03-25,45.68
2023-03-26,46.0
2023-03-27,44.0
2023-03-28,43.85
2023-03-29,43.95
2023-03-30,45.53
2023-03-31,46.61
2023-04-01,45.0
2023-04-02,44.81
2023-04-03,45.11
2023-04-04,44.4
2023-04-05,45.64
2023-04-06,43.23
2023-04-07,44.98
2023-04-08,45.2
2023-04-09,43.63
2023-04-10,44.51
2023-04-11,44.38
2023-04-12,45.21
2023-04-13,46.89
2023-04-14,46.16
2023-04-15,45.66
2023-04-16,46.38
2023-04-17,47.06
2023-04-18,45.09
2023-04-19,45.37
2023-04-20,47.21
2023-04-21,47.04
2023-04-22,48.05
2023-04-23,47.33
2023-04-24,47.68
2023-04-25,45.99
2023-04-26,47.16
2023-04-27,47.53
2023-04-28,47.17
2023-04-29,47.11
2023-04-30,49.03
2023-05-01,47.83
2023-05-02,47.13
2023-05-03,48.23
2023-05-04,49.9
2023-05-05,47.41
2023-05-06,48.39
2023-05-07,48.82
2023-05-08,50.73
2023-05-09,49.59
2023-05-10,50.31
2023-05-11,49.19
2023-05-12,49.8
2023-05-13,51.51
2023-05-14,51.09
2023-05-15,51.31
2023-05-16,50.59
2023-05-17,51.32
2023-05-18,51.81
2023-05-19,52.98
2023-05-20,53.33
2023-05-21,51.09
2023-05-22,50.32
2023-05-23,53.2
2023-05-24,53.69
2023-05-25,52.33
2023-05-26,52.2
2023-05-27,54.29
2023-05-28,55.01
2023-05-29,55.59
2023-05-30,54.41
2023-05-31,53.95
2023-06-01,54.12
2023-06-02,55.57
2023-06-03,55.63
2023-06-04,54.96
2023-06-05,57.54
2023-06-06,57.28
2023-06-07,57.04
2023-06-08,55.84
2023-06-09,58.08
2023-06-10,58.24
2023-06-11,58.04
2023-06-12,58.59
2023-06-13,58.03
2023-06-14,58.48
2023-06-15,59.03
2023-06-16,59.42
2023-06-17,57.86
2023-06-18,59.53
2023-06-19,58.78
2023-06-20,58.12
2023-06-21,61.14
2023-06-22,61.84
2023-06-23,62.15
2023-06-24,61.52
2023-06-25,62.49
2023-06-26,61.12
2023-06-27,61.28
2023-06-28,60.47
2023-06-29,62.46
2023-06-30,62.81
2023-07-01,61.93
2023-07-02,63.05
2023-07-03,62.85
2023-07-04,64.52
2023-07-05,64.06
2023-07-06,63.91
2023-07-07,64.77
2023-07-08,64.94
2023-07-09,64.69
2023-07-10,63.72
2023-07-11,64.54
2023-07-12,64.35
2023-07-13,64.53
2023-07-14,66.75
2023-07-15,66.98
2023-07-16,65.0
2023-07-17,66.3
2023-07-18,67.27
2023-07-19,67.67
2023-07-20,68.26
2023-07-21,68.0
2023-07-22,67.53
2023-07-23,67.27
2023-07-24,68.35
2023-07-25,68.34
2023-07-26,69.48
2023-07-27,69.92
2023-07-28,69.42
2023-07-29,68.73
2023-07-30,69.51
2023-07-31,69.77
2023-08-01,69.33
2023-08-02,69.29
2023-08-03,70.63
2023-08-04,70.55
2023-08-05,70.73
2023-08-06,71.5
2023-08-07,70.61
2023-08-08,71.11
2023-08-09,71.42
2023-08-10,70.73
2023-08-11,71.89
2023-08-12,73.89
2023-08-13,71.45
2023-08-14,70.33
2023-08-15,70.46
2023-08-16,72.42
2023-08-17,72.97
2023-08-18,73.39
2023-08-19,74.84
2023-08-20,71.22
2023-08-21,73.69
2023-08-22,74.62
2023-08-23,72.43
2023-08-24,73.63
2023-08-25,73.82
2023-08-26,73.92
2023-08-27,74.29
2023-08-28,75.55
2023-08-29,75.77
2023-08-30,74.02
2023-08-31,76.54
2023-09-01,75.36
2023-09-02,77.1
2023-09-03,75.27
2023-09-04,75.13
2023-09-05,75.16
2023-09-06,77.88
2023-09-07,76.25
2023-09-08,75.32
2023-09-09,77.0
2023-09-10,75.6
2023-09-11,75.12
2023-09-12,76.17
2023-09-13,75.54
2023-09-14,76.2
2023-09-15,76.41
2023-09-16,76.84
2023-09-17,76.69
2023-09-18,74.17
2023-09-19,76.28
2023-09-20,74.92
2023-09-21,74.92
2023-09-22,76.58
2023-09-23,76.82
2023-09-24,75.86
2023-09-25,76.81
2023-09-26,74.59
2023-09-27,75.53
2023-09-28,75.75
2023-09-29,76.62
2023-09-30,77.0
2023-10-01,75.56
2023-10-02,76.66
2023-10-03,75.77
2023-10-04,74.08
2023-10-05,74.38
2023-10-06,76.48
2023-10-07,76.35
2023-10-08,76.14
2023-10-09,75.73
2023-10-10,75.64
2023-10-11,76.33
2023-10-12,74.8
2023-10-13,75.08
2023-10-14,75.18
2023-10-15,76.08
2023-10-16,76.43
2023-10-17,74.57
2023-10-18,72.72
2023-10-19,73.74
2023-10-20,74.83
2023-10-21,75.08
2023-10-22,74.84
2023-10-23,74.71
2023-10-24,74.02
2023-10-25,75.23
2023-10-26,73.96
2023-10-27,74.07
2023-10-28,75.25
2023-10-29,73.05
2023-10-30,74.22
2023-10-31,73.56
2023-11-01,73.3
2023-11-02,75.12
2023-11-03,73.38
2023-11-04,75.75
2023-11-05,73.28
2023-11-06,71.75
2023-11-07,72.54
2023-11-08,71.46
2023-11-09,71.98
2023-11-10,73.25
2023-11-11,73.33
2023-11-12,71.83
2023-11-13,72.68
2023-11-14,72.39
2023-11-15,72.57
2023-11-16,71.97
2023-11-17,72.93
2023-11-18,69.93
2023-11-19,70.88
2023-11-20,69.77
2023-11-21,70.2
2023-11-22,69.49
2023-11-23,70.05
2023-11-24,72.1
2023-11-25,70.15
2023-11-26,70.21
2023-11-27,69.0
2023-11-28,68.81
2023-11-29,68.64
2023-11-30,69.22
2023-12-01,70.06
2023-12-02,70.38
2023-12-03,68.7
2023-12-04,68.31
2023-12-05,66.26
2023-12-06,67.1
2023-12-07,68.21
2023-12-08,68.32
2023-12-09,67.61
2023-12-10,67.73
2023-12-11,66.73
2023-12-12,66.88
2023-12-13,65.94
2023-12-14,65.53
2023-12-15,66.32
2023-12-16,63.26
2023-12-17,65.75
2023-12-18,61.47
2023-12-19,62.71
2023-12-20,64.55
2023-12-21,64.74
2023-12-22,63.43
2023-12-23,63.72
2023-12-24,65.1
2023-12-25,62.78
2023-12-26,64.74
2023-12-27,62.59
2023-12-28,63.13
2023-12-29,64.39
2023-12-30,62.93
2023-12-31,61.43
2024-01-01,61.58
2024-01-02,61.16
2024-01-03,59.84
2024-01-04,61.01
2024-01-05,60.75
2024-01-06,62.14
2024-01-07,60.85
2024-01-08,59.92
2024-01-09,59.6
2024-01-10,59.78
2024-01-11,60.32
2024-01-12,59.05
2024-01-13,58.91
2024-01-14,60.36
2024-01-15,58.36
2024-01-16,56.99
2024-01-17,58.56
2024-01-18,58.77
2024-01-19,59.08
2024-01-20,62.57
2024-01-21,64.52
2024-01-22,65.4
2024-01-23,67.06
2024-01-24,66.68
2024-01-25,70.71
2024-01-26,72.17
2024-01-27,73.75
2024-01-28,76.67
2024-01-29,78.51
2024-01-30,80.2
2024-01-31,81.39
2024-02-01,81.74
2024-02-02,84.56
2024-02-03,86.91
2024-02-04,87.22
2024-02-05,88.15
2024-02-06,90.32
2024-02-07,90.75
2024-02-08,91.96
2024-02-09,94.68
2024-02-10,98.1
2024-02-11,98.19
2024-02-12,97.72
2024-02-13,95.73
2024-02-14,92.24
2024-02-15,92.65
2024-02-16,90.72
2024-02-17,86.5
2024-02-18,87.98
2024-02-19,82.56
2024-02-20,78.63
2024-02-21,77.74
2024-02-22,76.47
2024-02-23,76.54
2024-02-24,74.36
2024-02-25,72.02
2024-02-26,70.72
2024-02-27,68.17
2024-02-28,66.42
2024-02-29,65.17
2024-03-01,64.02
2024-03-02,59.41
2024-03-03,59.12
2024-03-04,55.04
2024-03-05,55.16
2024-03-06,53.44
2024-03-07,53.01
2024-03-08,53.49
2024-03-09,52.66
2024-03-10,51.73
2024-03-11,52.15
2024-03-12,50.94
2024-03-13,51.49
2024-03-14,52.75
2024-03-15,51.74
2024-03-16,53.06
2024-03-17,52.67
2024-03-18,50.76
2024-03-19,52.23
2024-03-20,52.09
2024-03-21,51.96
2024-03-22,51.59
2024-03-23,51.61
2024-03-24,51.66
2024-03-25,52.22
2024-03-26,50.64
2024-03-27,52.03
2024-03-28,50.95
2024-03-29,52.32
2024-03-30,52.74
2024-03-31,54.63
2024-04-01,50.81
2024-04-02,53.17
2024-04-03,52.14
2024-04-04,52.84
2024-04-05,53.04
2024-04-06,53.5
2024-04-07,52.78
2024-04-08,53.88
2024-04-09,51.98
2024-04-10,53.6
2024-04-11,52.49
2024-04-12,53.5
2024-04-13,52.79
2024-04-14,54.01
2024-04-15,54.58
2024-04-16,53.05
2024-04-17,53.16
2024-04-18,52.85
2024-04-19,54.17
2024-04-20,53.17
2024-04-21,53.65
2024-04-22,54.38
2024-04-23,55.23
2024-04-24,56.82
2024-04-25,54.3
2024-04-26,56.67
2024-04-27,55.85
2024-04-28,55.38
2024-04-29,55.63
2024-04-30,55.2
2024-05-01,55.51
2024-05-02,55.6
2024-05-03,55.28
2024-05-04,55.43
2024-05-05,57.32
2024-05-06,56.23
2024-05-07,55.86
2024-05-08,56.69
2024-05-09,57.99
2024-05-10,58.02
2024-05-11,57.56
2024-05-12,59.19
2024-05-13,59.28
2024-05-14,58.24
2024-05-15,58.98
2024-05-16,59.82
2024-05-17,60.33
2024-05-18,60.18
2024-05-19,60.12
2024-05-20,59.83
2024-05-21,58.33
2024-05-22,60.27
2024-05-23,59.04
2024-05-24,60.17
2024-05-25,62.39
2024-05-26,61.94
2024-05-27,62.32
2024-05-28,60.71
2024-05-29,60.25
2024-05-30,61.7
2024-05-31,62.65
2024-06-01,62.97
2024-06-02,63.89
2024-06-03,62.36
2024-06-04,62.98
2024-06-05,62.12
2024-06-06,64.06
2024-06-07,64.3
2024-06-08,63.97
2024-06-09,64.42
2024-06-10,64.29
2024-06-11,64.2
2024-06-12,66.39
2024-06-13,65.35
2024-06-14,65.87
2024-06-15,64.56
2024-06-16,65.63
2024-06-17,66.02
2024-06-18,65.63
2024-06-19,67.85
2024-06-20,67.11
2024-06-21,69.07
2024-06-22,68.32
2024-06-23,68.29
2024-06-24,68.0
2024-06-25,68.08
2024-06-26,69.98
2024-06-27,67.0
2024-06-28,67.93
2024-06-29,69.6
2024-06-30,70.09
2024-07-01,70.52
2024-07-02,70.31
2024-07-03,69.9
2024-07-04,71.81
2024-07-05,72.46
2024-07-06,72.05
2024-07-07,72.73
2024-07-08,71.93
2024-07-09,71.16
2024-07-10,72.64
2024-07-11,72.75
2024-07-12,73.29
2024-07-13,74.96
2024-07-14,71.4
2024-07-15,72.14
2024-07-16,72.32
2024-07-17,73.39
2024-07-18,74.12
2024-07-19,73.62
2024-07-20,74.42
2024-07-21,74.49
2024-07-22,77.28
2024-07-23,76.64
2024-07-24,74.97
2024-07-25,75.63
2024-07-26,75.54
2024-07-27,75.17
2024-07-28,76.73
2024-07-29,75.71
2024-07-30,76.48
2024-07-31,75.42
2024-08-01,76.77
2024-08-02,78.19
2024-08-03,78.68
2024-08-04,78.65
2024-08-05,76.85
2024-08-06,78.73
2024-08-07,77.53
2024-08-08,79.4
2024-08-09,79.39
2024-08-10,78.44
2024-08-11,79.3
2024-08-12,79.66
2024-08-13,79.78
2024-08-14,79.37
2024-08-15,81.43
2024-08-16,81.51
2024-08-17,80.63
2024-08-18,81.42
2024-08-19,82.2
2024-08-20,82.1
2024-08-21,79.47
2024-08-22,80.28
2024-08-23,82.97
2024-08-24,80.92
2024-08-25,80.54
2024-08-26,80.98
2024-08-27,81.65
2024-08-28,81.39
2024-08-29,81.41
2024-08-30,81.89
2024-08-31,82.06
2024-09-01,81.74
2024-09-02,84.25
2024-09-03,82.29
2024-09-04,83.01
2024-09-05,82.25
2024-09-06,83.0
2024-09-07,82.7
2024-09-08,80.76
2024-09-09,81.54
2024-09-10,80.95
2024-09-11,80.72
2024-09-12,82.11
2024-09-13,84.83
2024-09-14,83.74
2024-09-15,84.72
2024-09-16,83.54
2024-09-17,83.64
2024-09-18,82.26
2024-09-19,83.96
2024-09-20,84.56
2024-09-21,83.51
2024-09-22,84.28
2024-09-23,83.86
2024-09-24,82.6
2024-09-25,82.19
2024-09-26,82.52
2024-09-27,84.06
2024-09-28,84.36
2024-09-29,83.07
2024-09-30,83.36
2024-10-01,83.56
2024-10-02,83.68
2024-10-03,84.88
2024-10-04,84.99
2024-10-05,83.01
2024-10-06,85.11
2024-10-07,82.64
2024-10-08,83.74
2024-10-09,82.91
2024-10-10,82.81
2024-10-11,81.89
2024-10-12,83.39
2024-10-13,81.81
2024-10-14,83.58
2024-10-15,83.73
2024-10-16,81.66
2024-10-17,82.96
2024-10-18,82.34
2024-10-19,82.44
2024-10-20,83.33
2024-10-21,82.07
2024-10-22,83.3
2024-10-23,81.29
2024-10-24,82.91
2024-10-25,82.38
2024-10-26,82.99
2024-10-27,81.48
2024-10-28,81.29
2024-10-29,80.83
2024-10-30,80.15
2024-10-31,81.76
2024-11-01,82.01
2024-11-02,81.91
2024-11-03,82.35
2024-11-04,81.7
