date,price
2022-06-15,144.72
2022-06-16,144.29
2022-06-17,145.73
2022-06-18,144.2
2022-06-19,147.66
2022-06-20,145.02
2022-06-21,144.2
2022-06-22,146.05
2022-06-23,145.34
2022-06-24,146.7
2022-06-25,148.81
2022-06-26,145.11
2022-06-27,145.71
2022-06-28,145.79
2022-06-29,146.44
2022-06-30,149.95
2022-07-01,148.97
2022-07-02,149.9
2022-07-03,143.72
2022-07-04,148.31
2022-07-05,147.89
2022-07-06,148.59
2022-07-07,148.35
2022-07-08,147.85
2022-07-09,150.31
2022-07-10,148.79
2022-07-11,148.84
2022-07-12,147.82
2022-07-13,148.72
2022-07-14,150.45
2022-07-15,151.47
2022-07-16,150.41
2022-07-17,150.5
2022-07-18,149.8
2022-07-19,151.42
2022-07-20,149.61
2022-07-21,150.39
2022-07-22,151.59
2022-07-23,151.01
2022-07-24,152.05
2022-07-25,153.92
2022-07-26,151.21
2022-07-27,153.81
2022-07-28,153.52
2022-07-29,152.9
2022-07-30,153.96
2022-07-31,155.04
2022-08-01,151.16
2022-08-02,153.49
2022-08-03,154.59
2022-08-04,152.02
2022-08-05,155.84
2022-08-06,155.01
2022-08-07,152.58
2022-08-08,154.29
2022-08-09,151.21
2022-08-10,151.75
2022-08-11,151.82
2022-08-12,155.13
2022-08-13,154.35
2022-08-14,153.61
2022-08-15,153.66
2022-08-16,154.21
2022-08-17,154.04
2022-08-18,154.29
2022-08-19,155.84
2022-08-20,154.31
2022-08-21,154.8
2022-08-22,157.15
2022-08-23,155.72
2022-08-24,152.54
2022-08-25,158.32
2022-08-26,155.04
2022-08-27,159.18
2022-08-28,156.57
2022-08-29,157.6
2022-08-30,153.12
2022-08-31,154.88
2022-09-01,155.56
2022-09-02,156.16
2022-09-03,155.99
2022-09-04,156.04
2022-09-05,156.49
2022-09-06,155.53
2022-09-07,156.43
2022-09-08,157.64
2022-09-09,154.81
2022-09-10,157.38
2022-09-11,156.03
2022-09-12,157.02
2022-09-13,157.92
2022-09-14,154.93
2022-09-15,156.96
2022-09-16,159.45
2022-09-17,159.79
2022-09-18,157.11
2022-09-19,158.94
2022-09-20,157.78
2022-09-21,157.55
2022-09-22,157.11
2022-09-23,158.74
2022-09-24,159.51
2022-09-25,157.17
2022-09-26,158.53
2022-09-27,155.76
2022-09-28,155.83
2022-09-29,158.94
2022-09-30,158.15
2022-10-01,157.34
2022-10-02,158.88
2022-10-03,159.02
2022-10-04,157.73
2022-10-05,160.04
2022-10-06,157.08
2022-10-07,157.52
2022-10-08,160.06
2022-10-09,156.79
2022-10-10,159.02
2022-10-11,155.12
2022-10-12,156.17
2022-10-13,157.81
2022-10-14,157.82
2022-10-15,160.9
2022-10-16,156.75
2022-10-17,157.72
2022-10-18,157.72
2022-10-19,157.37
2022-10-20,159.66
2022-10-21,157.37
2022-10-22,157.51
2022-10-23,156.47
2022-10-24,158.88
2022-10-25,157.61
2022-10-26,157.68
2022-10-27,157.93
2022-10-28,156.22
2022-10-29,158.75
2022-10-30,158.15
2022-10-31,159.38
2022-11-01,157.49
2022-11-02,155.66
2022-11-03,156.73
2022-11-04,160.3
2022-11-05,155.7
2022-11-06,155.12
2022-11-07,157.08
2022-11-08,158.59
2022-11-09,156.5
2022-11-10,154.9
2022-11-11,160.39
2022-11-12,155.85
2022-11-13,157.95
2022-11-14,158.39
2022-11-15,155.95
2022-11-16,156.74
2022-11-17,158.39
2022-11-18,154.44
2022-11-19,157.63
2022-11-20,157.88
2022-11-21,157.47
2022-11-22,154.52
2022-11-23,155.86
2022-11-24,154.57
2022-11-25,154.82
2022-11-26,154.3
2022-11-27,156.33
2022-11-28,155.13
2022-11-29,156.2
2022-11-30,150.78
2022-12-01,153.36
2022-12-02,155.52
2022-12-03,157.68
2022-12-04,153.53
2022-12-05,151.36
2022-12-06,152.81
2022-12-07,153.58
2022-12-08,155.24
2022-12-09,156.01
2022-12-10,155.36
2022-12-11,153.73
2022-12-12,156.55
2022-12-13,151.88
2022-12-14,152.93
2022-12-15,154.12
2022-12-16,152.69
2022-12-17,153.11
2022-12-18,154.07
2022-12-19,151.14
2022-12-20,151.86
2022-12-21,151.89
2022-12-22,155.9
2022-12-23,153.95
2022-12-24,151.62
2022-12-25,153.45
2022-12-26,150.12
2022-12-27,152.02
2022-12-28,148.82
2022-12-29,152.75
2022-12-30,151.66
2022-12-31,149.85
2023-01-01,152.15
2023-01-02,152.26
2023-01-03,151.18
2023-01-04,150.83
2023-01-05,148.83
2023-01-06,152.36
2023-01-07,147.79
2023-01-08,149.85
2023-01-09,153.21
2023-01-10,147.68
2023-01-11,147.06
2023-01-12,148.65
2023-01-13,150.92
2023-01-14,150.21
2023-01-15,151.48
2023-01-16,149.49
2023-01-17,147.44
2023-01-18,150.45
2023-01-19,148.46
2023-01-20,150.64
2023-01-21,151.74
2023-01-22,150.03
2023-01-23,150.71
2023-01-24,146.52
2023-01-25,147.73
2023-01-26,148.96
2023-01-27,147.19
2023-01-28,151.02
2023-01-29,150.53
2023-01-30,148.85
2023-01-31,148.7
2023-02-01,147.6
2023-02-02,146.49
2023-02-03,147.49
2023-02-04,148.06
2023-02-05,148.46
2023-02-06,147.4
2023-02-07,147.69
2023-02-08,145.28
2023-02-09,146.47
2023-02-10,148.21
2023-02-11,149.45
2023-02-12,145.18
2023-02-13,147.67
2023-02-14,147.95
2023-02-15,146.79
2023-02-16,147.35
2023-02-17,146.96
2023-02-18,147.56
2023-02-19,146.73
2023-02-20,144.54
2023-02-21,148.58
2023-02-22,147.06
2023-02-23,146.14
2023-02-24,149.31
2023-02-25,146.94
2023-02-26,148.03
2023-02-27,144.06
2023-02-28,145.4
2023-03-01,148.03
2023-03-02,148.99
2023-03-03,149.99
2023-03-04,149.39
2023-03-05,149.68
2023-03-06,145.45
2023-03-07,144.08
2023-03-08,142.65
2023-03-09,146.87
2023-03-10,146.73
2023-03-11,149.55
2023-03-12,146.59
2023-03-13,149.01
2023-03-14,143.85
2023-03-15,149.09
2023-03-16,146.68
2023-03-17,149.31
2023-03-18,148.84
2023-03-19,145.75
2023-03-20,148.07
2023-03-21,145.51
2023-03-22,147.95
2023-03-23,147.91
2023-03-24,148.09
2023-03-25,147.33
2023-03-26,146.98
2023-03-27,147.06
2023-03-28,143.03
2023-03-29,148.41
2023-03-30,147.22
2023-03-31,148.12
2023-04-01,146.51
2023-04-02,148.21
2023-04-03,146.65
2023-04-04,149.62
2023-04-05,145.15
2023-04-06,149.72
2023-04-07,147.02
2023-04-08,148.99
2023-04-09,147.84
2023-04-10,146.38
2023-04-11,144.51
2023-04-12,149.03
2023-04-13,145.69
2023-04-14,148.12
2023-04-15,151.07
2023-04-16,150.94
2023-04-17,148.98
2023-04-18,145.84
2023-04-19,148.35
2023-04-20,149.16
2023-04-21,148.3
2023-04-22,151.84
2023-04-23,149.97
2023-04-24,149.78
2023-04-25,148.97
2023-04-26,147.23
2023-04-27,148.42
2023-04-28,148.86
2023-04-29,152.49
2023-04-30,150.53
2023-05-01,150.87
2023-05-02,150.67
2023-05-03,150.89
2023-05-04,153.39
2023-05-05,152.65
2023-05-06,152.03
2023-05-07,151.68
2023-05-08,153.42
2023-05-09,148.23
2023-05-10,153.37
2023-05-11,151.01
2023-05-12,153.13
2023-05-13,152.2
2023-05-14,152.56
2023-05-15,151.85
2023-05-16,146.47
2023-05-17,150.6
2023-05-18,151.62
2023-05-19,151.37
2023-05-20,150.77
2023-05-21,154.39
2023-05-22,151.71
2023-05-23,153.37
2023-05-24,155.33
2023-05-25,152.34
2023-05-26,154.31
2023-05-27,156.63
2023-05-28,154.28
2023-05-29,153.92
2023-05-30,151.09
2023-05-31,156.78
2023-06-01,154.86
2023-06-02,153.72
2023-06-03,157.4
2023-06-04,155.33
2023-06-05,155.63
2023-06-06,154.63
2023-06-07,157.08
2023-06-08,157.55
2023-06-09,156.36
2023-06-10,157.4
2023-06-11,159.71
2023-06-12,157.29
2023-06-13,156.26
2023-06-14,159.44
2023-06-15,156.83
2023-06-16,158.53
2023-06-17,156.82
2023-06-18,157.26
2023-06-19,157.52
2023-06-20,159.17
2023-06-21,160.22
2023-06-22,158.49
2023-06-23,160.94
2023-06-24,159.91
2023-06-25,161.07
2023-06-26,158.51
2023-06-27,160.09
2023-06-28,159.71
2023-06-29,160.75
2023-06-30,165.01
2023-07-01,161.87
2023-07-02,163.53
2023-07-03,162.78
2023-07-04,158.64
2023-07-05,161.95
2023-07-06,163.57
2023-07-07,160.06
2023-07-08,161.51
2023-07-09,168.04
2023-07-10,162.58
2023-07-11,161.68
2023-07-12,162.7
2023-07-13,161.89
2023-07-14,163.96
2023-07-15,164.43
2023-07-16,163.54
2023-07-17,165.94
2023-07-18,166.31
2023-07-19,165.54
2023-07-20,163.28
2023-07-21,164.24
2023-07-22,163.23
2023-07-23,165.84
2023-07-24,164.22
2023-07-25,163.99
2023-07-26,164.05
2023-07-27,166.04
2023-07-28,166.47
2023-07-29,164.69
2023-07-30,168.75
2023-07-31,166.38
2023-08-01,163.87
2023-08-02,167.58
2023-08-03,165.46
2023-08-04,170.18
2023-08-05,169.69
2023-08-06,168.32
2023-08-07,170.84
2023-08-08,165.68
2023-08-09,167.79
2023-08-10,167.43
2023-08-11,166.98
2023-08-12,168.3
2023-08-13,173.68
2023-08-14,172.92
2023-08-15,173.32
2023-08-16,175.96
2023-08-17,184.23
2023-08-18,181.4
2023-08-19,182.13
2023-08-20,184.49
2023-08-21,188.29
2023-08-22,187.6
2023-08-23,189.42
2023-08-24,191.91
2023-08-25,193.4
2023-08-26,195.83
2023-08-27,200.34
2023-08-28,198.77
2023-08-29,200.54
2023-08-30,197.25
2023-08-31,206.28
2023-09-01,209.63
2023-09-02,207.94
2023-09-03,211.67
2023-09-04,209.95
2023-09-05,214.18
2023-09-06,216.22
2023-09-07,213.4
2023-09-08,222.36
2023-09-09,224.8
2023-09-10,223.33
2023-09-11,222.64
2023-09-12,226.33
2023-09-13,227.99
2023-09-14,232.61
2023-09-15,232.88
2023-09-16,234.68
2023-09-17,238.56
2023-09-18,239.05
2023-09-19,239.27
2023-09-20,239.5
2023-09-21,241.69
2023-09-22,244.23
2023-09-23,245.87
2023-09-24,248.24
2023-09-25,252.94
2023-09-26,250.87
2023-09-27,253.0
2023-09-28,251.17
2023-09-29,260.74
2023-09-30,259.36
2023-10-01,263.12
2023-10-02,263.91
2023-10-03,262.49
2023-10-04,267.16
2023-10-05,264.71
2023-10-06,269.0
2023-10-07,276.32
2023-10-08,271.6
2023-10-09,276.06
2023-10-10,274.58
2023-10-11,270.95
2023-10-12,275.44
2023-10-13,270.3
2023-10-14,270.84
2023-10-15,271.79
2023-10-16,260.7
2023-10-17,261.9
2023-10-18,262.65
2023-10-19,259.03
2023-10-20,260.8
2023-10-21,257.86
2023-10-22,254.7
2023-10-23,252.82
2023-10-24,247.69
2023-10-25,244.31
2023-10-26,242.47
2023-10-27,245.95
2023-10-28,241.41
2023-10-29,244.42
2023-10-30,236.35
2023-10-31,232.99
2023-11-01,230.74
2023-11-02,236.84
2023-11-03,232.63
2023-11-04,232.0
2023-11-05,226.03
2023-11-06,229.43
2023-11-07,220.92
2023-11-08,222.23
2023-11-09,220.07
2023-11-10,221.76
2023-11-11,215.65
2023-11-12,214.92
2023-11-13,212.75
2023-11-14,211.06
2023-11-15,209.51
2023-11-16,209.54
2023-11-17,208.58
2023-11-18,204.44
2023-11-19,202.63
2023-11-20,200.86
2023-11-21,199.12
2023-11-22,196.49
2023-11-23,196.28
2023-11-24,194.46
2023-11-25,193.63
2023-11-26,188.95
2023-11-27,188.11
2023-11-28,184.62
2023-11-29,180.84
2023-11-30,181.29
2023-12-01,181.34
2023-12-02,178.49
2023-12-03,175.59
2023-12-04,176.04
2023-12-05,174.82
2023-12-06,172.2
2023-12-07,170.8
2023-12-08,166.2
2023-12-09,169.11
2023-12-10,170.45
2023-12-11,169.39
2023-12-12,167.09
2023-12-13,168.77
2023-12-14,166.83
2023-12-15,166.96
2023-12-16,168.2
2023-12-17,167.76
2023-12-18,165.57
2023-12-19,165.85
2023-12-20,167.81
2023-12-21,165.64
2023-12-22,166.93
2023-12-23,167.17
2023-12-24,167.8
2023-12-25,165.61
2023-12-26,165.79
2023-12-27,167.19
2023-12-28,164.85
2023-12-29,164.87
2023-12-30,163.66
2023-12-31,166.62
2024-01-01,164.18
2024-01-02,163.67
2024-01-03,161.71
2024-01-04,164.09
2024-01-05,163.55
2024-01-06,164.55
2024-01-07,164.12
2024-01-08,164.15
2024-01-09,166.26
2024-01-10,162.01
2024-01-11,163.87
2024-01-12,163.41
2024-01-13,163.82
2024-01-14,164.16
2024-01-15,164.75
2024-01-16,163.18
2024-01-17,163.34
2024-01-18,164.33
2024-01-19,163.84
2024-01-20,162.95
2024-01-21,163.23
2024-01-22,162.93
2024-01-23,159.92
2024-01-24,163.57
2024-01-25,162.96
2024-01-26,164.09
2024-01-27,163.36
2024-01-28,160.76
2024-01-29,161.13
2024-01-30,161.77
2024-01-31,159.93
2024-02-01,163.94
2024-02-02,160.59
2024-02-03,164.96
2024-02-04,162.54
2024-02-05,162.47
2024-02-06,159.44
2024-02-07,160.84
2024-02-08,161.05
2024-02-09,164.07
2024-02-10,165.03
2024-02-11,164.44
2024-02-12,157.47
2024-02-13,160.95
2024-02-14,159.0
2024-02-15,161.15
2024-02-16,160.94
2024-02-17,159.15
2024-02-18,159.53
2024-02-19,161.83
2024-02-20,160.33
2024-02-21,159.64
2024-02-22,161.12
2024-02-23,159.68
2024-02-24,162.3
2024-02-25,160.51
2024-02-26,162.2
2024-02-27,157.28
2024-02-28,160.88
2024-02-29,160.1
2024-03-01,159.03
2024-03-02,159.7
2024-03-03,160.99
2024-03-04,161.37
2024-03-05,159.52
2024-03-06,159.98
2024-03-07,159.92
2024-03-08,160.26
2024-03-09,164.03
2024-03-10,161.96
2024-03-11,162.81
2024-03-12,159.58
2024-03-13,160.9
2024-03-14,160.51
2024-03-15,162.69
2024-03-16,161.62
2024-03-17,163.41
2024-03-18,160.84
2024-03-19,159.75
2024-03-20,158.96
2024-03-21,159.96
2024-03-22,162.44
2024-03-23,160.66
2024-03-24,161.3
2024-03-25,161.96
2024-03-26,162.45
2024-03-27,159.06
2024-03-28,160.71
2024-03-29,159.68
2024-03-30,161.94
2024-03-31,161.39
2024-04-01,161.39
2024-04-02,158.97
2024-04-03,160.37
2024-04-04,158.94
2024-04-05,162.88
2024-04-06,161.34
2024-04-07,160.92
2024-04-08,161.98
2024-04-09,162.38
2024-04-10,160.73
2024-04-11,162.05
2024-04-12,162.9
2024-04-13,162.21
2024-04-14,161.07
2024-04-15,161.09
2024-04-16,163.08
2024-04-17,162.45
2024-04-18,160.93
2024-04-19,162.39
2024-04-20,164.34
2024-04-21,163.18
2024-04-22,161.65
2024-04-23,160.93
2024-04-24,163.16
2024-04-25,165.9
2024-04-26,163.66
2024-04-27,162.86
2024-04-28,162.67
2024-04-29,165.16
2024-04-30,160.57
2024-05-01,163.0
2024-05-02,164.14
2024-05-03,163.85
2024-05-04,168.09
2024-05-05,165.2
2024-05-06,164.82
2024-05-07,166.03
2024-05-08,164.65
2024-05-09,162.72
2024-05-10,166.17
2024-05-11,165.33
2024-05-12,165.08
2024-05-13,167.53
2024-05-14,164.26
2024-05-15,165.86
2024-05-16,166.37
2024-05-17,167.37
2024-05-18,170.28
2024-05-19,165.77
2024-05-20,166.74
2024-05-21,168.37
2024-05-22,167.07
2024-05-23,166.49
2024-05-24,167.42
2024-05-25,170.11
2024-05-26,166.41
2024-05-27,170.6
2024-05-28,170.67
2024-05-29,168.4
2024-05-30,169.4
2024-05-31,170.1
2024-06-01,169.21
2024-06-02,170.13
2024-06-03,166.25
2024-06-04,166.78
2024-06-05,168.17
2024-06-06,169.05
2024-06-07,171.43
2024-06-08,171.26
2024-06-09,172.06
2024-06-10,170.64
2024-06-11,170.58
2024-06-12,171.53
2024-06-13,170.21
2024-06-14,170.68
2024-06-15,171.38
2024-06-16,170.13
2024-06-17,171.19
2024-06-18,171.52
2024-06-19,170.62
2024-06-20,171.46
2024-06-21,172.43
2024-06-22,175.26
2024-06-23,175.51
2024-06-24,172.09
2024-06-25,174.8
2024-06-26,173.41
2024-06-27,172.57
2024-06-28,174.29
2024-06-29,173.89
2024-06-30,173.74
2024-07-01,172.55
2024-07-02,174.72
2024-07-03,172.49
2024-07-04,174.39
2024-07-05,176.72
2024-07-06,178.79
2024-07-07,175.93
2024-07-08,176.0
2024-07-09,176.86
2024-07-10,175.8
2024-07-11,178.55
2024-07-12,173.84
2024-07-13,177.94
2024-07-14,176.09
2024-07-15,177.32
2024-07-16,178.91
2024-07-17,177.32
2024-07-18,177.2
2024-07-19,178.53
2024-07-20,178.0
2024-07-21,178.69
2024-07-22,177.72
2024-07-23,177.08
2024-07-24,176.42
2024-07-25,179.86
2024-07-26,179.08
2024-07-27,177.91
2024-07-28,177.9
2024-07-29,179.52
2024-07-30,178.01
2024-07-31,179.82
2024-08-01,181.71
2024-08-02,185.3
2024-08-03,181.42
2024-08-04,183.1
2024-08-05,178.24
2024-08-06,179.46
2024-08-07,180.92
2024-08-08,181.83
2024-08-09,179.45
2024-08-10,183.48
2024-08-11,182.65
2024-08-12,182.06
2024-08-13,182.1
2024-08-14,180.9
2024-08-15,183.61
2024-08-16,182.97
2024-08-17,182.4
2024-08-18,183.55
2024-08-19,180.91
2024-08-20,181.7
2024-08-21,181.89
2024-08-22,183.35
2024-08-23,183.01
2024-08-24,184.04
2024-08-25,181.62
2024-08-26,181.48
2024-08-27,183.75
2024-08-28,183.24
2024-08-29,182.69
2024-08-30,184.67
2024-08-31,184.95
2024-09-01,185.77
2024-09-02,184.59
2024-09-03,182.72
2024-09-04,184.08
2024-09-05,186.0
2024-09-06,185.8
2024-09-07,184.21
2024-09-08,186.66
2024-09-09,183.53
2024-09-10,184.08
2024-09-11,181.89
2024-09-12,185.1
2024-09-13,185.88
2024-09-14,185.27
2024-09-15,185.35
2024-09-16,183.93
2024-09-17,185.51
2024-09-18,184.14
2024-09-19,186.18
2024-09-20,186.4
2024-09-21,186.05
2024-09-22,186.18
2024-09-23,185.75
2024-09-24,184.87
2024-09-25,183.05
2024-09-26,188.03
2024-09-27,189.4
2024-09-28,186.64
2024-09-29,184.92
2024-09-30,185.95
2024-10-01,183.4
2024-10-02,186.28
2024-10-03,188.24
2024-10-04,187.0
2024-10-05,187.18
2024-10-06,183.29
2024-10-07,185.21
2024-10-08,183.55
2024-10-09,187.96
2024-10-10,185.77
2024-10-11,185.84
2024-10-12,187.17
2024-10-13,187.65
2024-10-14,186.58
2024-10-15,184.3
2024-10-16,185.98
2024-10-17,186.61
2024-10-18,185.75
2024-10-19,187.3
2024-10-20,184.89
2024-10-21,186.32
2024-10-22,186.85
2024-10-23,185.9
2024-10-24,184.32
2024-10-25,186.66
2024-10-26,187.28
2024-10-27,186.76
2024-10-28,183.87
2024-10-29,184.86
2024-10-30,185.07
2024-10-31,189.81
2024-11-01,186.67
2024-11-02,185.35
2024-11-03,187.09
2024-11-04,184.54
