date,price,commodity
2022-01-03,45.94,Onion
2022-01-04,44.11,Onion
2022-01-05,45.78,Onion
2022-01-06,45.14,Onion
2022-01-07,45.8,Onion
2022-01-08,45.38,Onion
2022-01-09,45.6,Onion
2022-01-10,43.46,Onion
2022-01-11,43.25,Onion
2022-01-12,46.37,Onion
2022-01-13,43.48,Onion
2022-01-14,43.84,Onion
2022-01-15,46.38,Onion
2022-01-16,46.87,Onion
2022-01-17,42.57,Onion
2022-01-18,42.83,Onion
2022-01-19,43.37,Onion
2022-01-20,44.82,Onion
2022-01-21,42.58,Onion
2022-01-22,43.15,Onion
2022-01-23,43.62,Onion
2022-01-24,42.69,Onion
2022-01-25,41.51,Onion
2022-01-26,41.65,Onion
2022-01-27,40.74,Onion
2022-01-28,41.98,Onion
2022-01-29,41.88,Onion
2022-01-30,41.89,Onion
2022-01-31,40.58,Onion
2022-02-01,41.07,Onion
2022-02-02,41.5,Onion
2022-02-03,40.96,Onion
2022-02-04,41.37,Onion
2022-02-05,41.04,Onion
2022-02-06,40.58,Onion
2022-02-07,39.35,Onion
2022-02-08,39.87,Onion
2022-02-09,39.45,Onion
2022-02-10,41.67,Onion
2022-02-11,41.46,Onion
2022-02-12,40.36,Onion
2022-02-13,38.93,Onion
2022-02-14,38.05,Onion
2022-02-15,39.74,Onion
2022-02-16,38.88,Onion
2022-02-17,39.35,Onion
2022-02-18,37.63,Onion
2022-02-19,40.02,Onion
2022-02-20,39.22,Onion
2022-02-21,37.28,Onion
2022-02-22,37.49,Onion
2022-02-23,38.15,Onion
2022-02-24,38.26,Onion
2022-02-25,38.26,Onion
2022-02-26,38.44,Onion
2022-02-27,37.96,Onion
2022-02-28,37.82,Onion
2022-03-01,38.66,Onion
2022-03-02,35.06,Onion
2022-03-03,37.48,Onion
2022-03-04,38.19,Onion
2022-03-05,38.34,Onion
2022-03-06,37.41,Onion
2022-03-07,35.68,Onion
2022-03-08,37.25,Onion
2022-03-09,38.56,Onion
2022-03-10,35.98,Onion
2022-03-11,38.5,Onion
2022-03-12,37.5,Onion
2022-03-13,37.45,Onion
2022-03-14,36.1,Onion
2022-03-15,36.46,Onion
2022-03-16,38.02,Onion
2022-03-17,37.76,Onion
2022-03-18,39.18,Onion
2022-03-19,38.78,Onion
2022-03-20,37.85,Onion
2022-03-21,38.6,Onion
2022-03-22,37.17,Onion
2022-03-23,37.63,Onion
2022-03-24,37.04,Onion
2022-03-25,37.78,Onion
2022-03-26,37.22,Onion
2022-03-27,38.5,Onion
2022-03-28,36.16,Onion
2022-03-29,37.69,Onion
2022-03-30,36.96,Onion
2022-03-31,38.63,Onion
2022-04-01,38.7,Onion
2022-04-02,39.82,Onion
2022-04-03,38.63,Onion
2022-04-04,36.19,Onion
2022-04-05,37.34,Onion
2022-04-06,36.52,Onion
2022-04-07,37.58,Onion
2022-04-08,39.88,Onion
2022-04-09,39.28,Onion
2022-04-10,37.9,Onion
2022-04-11,37.28,Onion
2022-04-12,38.05,Onion
2022-04-13,37.12,Onion
2022-04-14,38.11,Onion
2022-04-15,39.5,Onion
2022-04-16,40.47,Onion
2022-04-17,39.83,Onion
2022-04-18,36.9,Onion
2022-04-19,39.1,Onion
2022-04-20,39.11,Onion
2022-04-21,39.95,Onion
2022-04-22,41.56,Onion
2022-04-23,38.48,Onion
2022-04-24,39.68,Onion
2022-04-25,40.46,Onion
2022-04-26,38.38,Onion
2022-04-27,41.39,Onion
2022-04-28,40.94,Onion
2022-04-29,41.92,Onion
2022-04-30,40.91,Onion
2022-05-01,42.05,Onion
2022-05-02,42.02,Onion
2022-05-03,41.17,Onion
2022-05-04,41.45,Onion
2022-05-05,42.05,Onion
2022-05-06,41.61,Onion
2022-05-07,42.53,Onion
2022-05-08,42.45,Onion
2022-05-09,42.69,Onion
2022-05-10,43.17,Onion
2022-05-11,41.61,Onion
2022-05-12,43.05,Onion
2022-05-13,45.09,Onion
2022-05-14,43.39,Onion
2022-05-15,43.26,Onion
2022-05-16,43.96,Onion
2022-05-17,44.48,Onion
2022-05-18,44.04,Onion
2022-05-19,45.84,Onion
2022-05-20,46.02,Onion
2022-05-21,46.33,Onion
2022-05-22,46.03,Onion
2022-05-23,47.42,Onion
2022-05-24,45.1,Onion
2022-05-25,43.81,Onion
2022-05-26,47.68,Onion
2022-05-27,46.45,Onion
2022-05-28,47.29,Onion
2022-05-29,48.34,Onion
2022-05-30,45.53,Onion
2022-05-31,45.82,Onion
2022-06-01,45.84,Onion
2022-06-02,47.21,Onion
2022-06-03,48.95,Onion
2022-06-04,49.38,Onion
2022-06-05,49.13,Onion
2022-06-06,47.43,Onion
2022-06-07,46.6,Onion
2022-06-08,49.08,Onion
2022-06-09,49.25,Onion
2022-06-10,50.74,Onion
2022-06-11,51.31,Onion
2022-06-12,50.79,Onion
2022-06-13,51.17,Onion
2022-06-14,50.68,Onion
2022-06-15,51.3,Onion
2022-06-16,50.84,Onion
2022-06-17,51.97,Onion
2022-06-18,52.66,Onion
2022-06-19,53.21,Onion
2022-06-20,51.95,Onion
2022-06-21,52.76,Onion
2022-06-22,52.41,Onion
2022-06-23,53.19,Onion
2022-06-24,54.7,Onion
2022-06-25,52.52,Onion
2022-06-26,53.13,Onion
2022-06-27,52.79,Onion
2022-06-28,52.01,Onion
2022-06-29,53.86,Onion
2022-06-30,55.8,Onion
2022-07-01,55.51,Onion
2022-07-02,56.3,Onion
2022-07-03,57.09,Onion
2022-07-04,57.13,Onion
2022-07-05,55.86,Onion
2022-07-06,57.49,Onion
2022-07-07,57.0,Onion
2022-07-08,56.8,Onion
2022-07-09,57.37,Onion
2022-07-10,56.55,Onion
2022-07-11,56.9,Onion
2022-07-12,57.36,Onion
2022-07-13,58.74,Onion
2022-07-14,60.21,Onion
2022-07-15,58.05,Onion
2022-07-16,59.98,Onion
2022-07-17,58.66,Onion
2022-07-18,62.72,Onion
2022-07-19,64.97,Onion
2022-07-20,66.46,Onion
2022-07-21,72.97,Onion
2022-07-22,74.98,Onion
2022-07-23,78.4,Onion
2022-07-24,80.63,Onion
2022-07-25,83.77,Onion
2022-07-26,88.02,Onion
2022-07-27,90.62,Onion
2022-07-28,95.22,Onion
2022-07-29,99.23,Onion
2022-07-30,104.17,Onion
2022-07-31,104.65,Onion
2022-08-01,105.51,Onion
2022-08-02,112.41,Onion
2022-08-03,113.73,Onion
2022-08-04,120.28,Onion
2022-08-05,123.25,Onion
2022-08-06,126.02,Onion
2022-08-07,129.82,Onion
2022-08-08,135.4,Onion
2022-08-09,138.63,Onion
2022-08-10,138.5,Onion
2022-08-11,143.04,Onion
2022-08-12,149.31,Onion
2022-08-13,149.14,Onion
2022-08-14,154.53,Onion
2022-08-15,156.28,Onion
2022-08-16,156.76,Onion
2022-08-17,151.78,Onion
2022-08-18,148.36,Onion
2022-08-19,145.49,Onion
2022-08-20,144.82,Onion
2022-08-21,142.66,Onion
2022-08-22,139.17,Onion
2022-08-23,139.86,Onion
2022-08-24,135.54,Onion
2022-08-25,129.66,Onion
2022-08-26,129.74,Onion
2022-08-27,125.61,Onion
2022-08-28,122.3,Onion
2022-08-29,119.24,Onion
2022-08-30,116.39,Onion
2022-08-31,112.03,Onion
2022-09-01,111.67,Onion
2022-09-02,106.0,Onion
2022-09-03,104.64,Onion
2022-09-04,104.54,Onion
2022-09-05,97.57,Onion
2022-09-06,95.54,Onion
2022-09-07,90.84,Onion
2022-09-08,88.73,Onion
2022-09-09,85.28,Onion
2022-09-10,82.04,Onion
2022-09-11,77.85,Onion
2022-09-12,75.36,Onion
2022-09-13,70.61,Onion
2022-09-14,68.87,Onion
2022-09-15,69.69,Onion
2022-09-16,69.48,Onion
2022-09-17,69.03,Onion
2022-09-18,69.46,Onion
2022-09-19,68.37,Onion
2022-09-20,69.25,Onion
2022-09-21,66.88,Onion
2022-09-22,68.64,Onion
2022-09-23,67.55,Onion
2022-09-24,68.11,Onion
2022-09-25,70.42,Onion
2022-09-26,69.57,Onion
2022-09-27,67.84,Onion
2022-09-28,67.23,Onion
2022-09-29,66.3,Onion
2022-09-30,68.85,Onion
2022-10-01,71.6,Onion
2022-10-02,69.52,Onion
2022-10-03,68.17,Onion
2022-10-04,68.79,Onion
2022-10-05,67.03,Onion
2022-10-06,68.52,Onion
2022-10-07,69.23,Onion
2022-10-08,69.11,Onion
2022-10-09,69.58,Onion
2022-10-10,68.69,Onion
2022-10-11,68.66,Onion
2022-10-12,67.47,Onion
2022-10-13,69.23,Onion
2022-10-14,70.21,Onion
2022-10-15,67.89,Onion
2022-10-16,67.62,Onion
2022-10-17,69.11,Onion
2022-10-18,67.38,Onion
2022-10-19,68.82,Onion
2022-10-20,67.46,Onion
2022-10-21,69.46,Onion
2022-10-22,68.27,Onion
2022-10-23,68.01,Onion
2022-10-24,68.65,Onion
2022-10-25,66.53,Onion
2022-10-26,66.0,Onion
2022-10-27,66.71,Onion
2022-10-28,67.8,Onion
2022-10-29,65.95,Onion
2022-10-30,67.54,Onion
2022-10-31,65.92,Onion
2022-11-01,67.03,Onion
2022-11-02,63.81,Onion
2022-11-03,65.5,Onion
2022-11-04,64.94,Onion
2022-11-05,65.67,Onion
2022-11-06,66.22,Onion
2022-11-07,65.25,Onion
2022-11-08,64.76,Onion
2022-11-09,64.78,Onion
2022-11-10,65.34,Onion
2022-11-11,64.48,Onion
2022-11-12,65.95,Onion
2022-11-13,65.47,Onion
2022-11-14,64.62,Onion
2022-11-15,64.33,Onion
2022-11-16,64.02,Onion
2022-11-17,65.8,Onion
2022-11-18,64.1,Onion
2022-11-19,63.81,Onion
2022-11-20,62.96,Onion
2022-11-21,62.09,Onion
2022-11-22,61.43,Onion
2022-11-23,61.66,Onion
2022-11-24,62.6,Onion
2022-11-25,63.16,Onion
2022-11-26,62.8,Onion
2022-11-27,61.6,Onion
2022-11-28,62.46,Onion
2022-11-29,61.85,Onion
2022-11-30,60.93,Onion
2022-12-01,60.67,Onion
2022-12-02,61.94,Onion
2022-12-03,61.5,Onion
2022-12-04,59.55,Onion
2022-12-05,60.15,Onion
2022-12-06,59.96,Onion
2022-12-07,58.8,Onion
2022-12-08,59.96,Onion
2022-12-09,58.66,Onion
2022-12-10,61.05,Onion
2022-12-11,60.48,Onion
2022-12-12,58.48,Onion
2022-12-13,58.55,Onion
2022-12-14,55.93,Onion
2022-12-15,57.23,Onion
2022-12-16,58.18,Onion
2022-12-17,57.36,Onion
2022-12-18,58.47,Onion
2022-12-19,58.97,Onion
2022-12-20,55.63,Onion
2022-12-21,55.81,Onion
2022-12-22,56.94,Onion
2022-12-23,58.35,Onion
2022-12-24,55.68,Onion
2022-12-25,56.51,Onion
2022-12-26,57.27,Onion
2022-12-27,53.65,Onion
2022-12-28,53.86,Onion
2022-12-29,54.81,Onion
2022-12-30,54.89,Onion
2022-12-31,55.97,Onion
2023-01-01,54.97,Onion
2023-01-02,52.5,Onion
2023-01-03,54.08,Onion
2023-01-04,52.98,Onion
2023-01-05,54.82,Onion
2023-01-06,53.28,Onion
2023-01-07,53.16,Onion
2023-01-08,53.74,Onion
2023-01-09,53.29,Onion
2023-01-10,52.53,Onion
2023-01-11,50.5,Onion
2023-01-12,52.69,Onion
2023-01-13,51.46,Onion
2023-01-14,52.5,Onion
2023-01-15,50.53,Onion
2023-01-16,51.58,Onion
2023-01-17,49.98,Onion
2023-01-18,49.46,Onion
2023-01-19,51.45,Onion
2023-01-20,51.22,Onion
2023-01-21,50.36,Onion
2023-01-22,51.76,Onion
2023-01-23,49.44,Onion
2023-01-24,49.41,Onion
2023-01-25,49.54,Onion
2023-01-26,48.95,Onion
2023-01-27,50.14,Onion
2023-01-28,49.16,Onion
2023-01-29,48.83,Onion
2023-01-30,49.82,Onion
2023-01-31,47.22,Onion
2023-02-01,45.92,Onion
2023-02-02,49.77,Onion
2023-02-03,50.85,Onion
2023-02-04,48.13,Onion
2023-02-05,46.33,Onion
2023-02-06,47.2,Onion
2023-02-07,46.81,Onion
2023-02-08,46.85,Onion
2023-02-09,46.27,Onion
2023-02-10,48.04,Onion
2023-02-11,47.95,Onion
2023-02-12,45.73,Onion
2023-02-13,47.15,Onion
2023-02-14,47.97,Onion
2023-02-15,46.25,Onion
2023-02-16,46.06,Onion
2023-02-17,46.52,Onion
2023-02-18,47.18,Onion
2023-02-19,44.69,Onion
2023-02-20,45.86,Onion
2023-02-21,44.99,Onion
2023-02-22,47.0,Onion
2023-02-23,45.48,Onion
2023-02-24,47.44,Onion
2023-02-25,44.95,Onion
2023-02-26,46.12,Onion
2023-02-27,45.37,Onion
2023-02-28,43.95,Onion
2023-03-01,44.92,Onion
2023-03-02,46.17,Onion
2023-03-03,45.12,Onion
2023-03-04,43.92,Onion
2023-03-05,45.1,Onion
2023-03-06,43.82,Onion
2023-03-07,44.0,Onion
2023-03-08,44.29,Onion
2023-03-09,43.18,Onion
2023-03-10,43.62,Onion
2023-03-11,45.57,Onion
2023-03-12,44.36,Onion
2023-03-13,42.07,Onion
2023-03-14,44.79,Onion
2023-03-15,44.41,Onion
2023-03-16,43.9,Onion
2023-03-17,43.75,Onion
2023-03-18,45.78,Onion
2023-03-19,45.07,Onion
2023-03-20,46.47,Onion
2023-03-21,44.44,Onion
2023-03-22,44.52,Onion
2023-03-23,44.43,Onion
2023-03-24,45.73,Onion
2023-03-25,45.68,Onion
2023-03-26,46.0,Onion
2023-03-27,44.0,Onion
2023-03-28,43.85,Onion
2023-03-29,43.95,Onion
2023-03-30,45.53,Onion
2023-03-31,46.61,Onion
2023-04-01,45.0,Onion
2023-04-02,44.81,Onion
2023-04-03,45.11,Onion
2023-04-04,44.4,Onion
2023-04-05,45.64,Onion
2023-04-06,43.23,Onion
2023-04-07,44.98,Onion
2023-04-08,45.2,Onion
2023-04-09,43.63,Onion
2023-04-10,44.51,Onion
2023-04-11,44.38,Onion
2023-04-12,45.21,Onion
2023-04-13,46.89,Onion
2023-04-14,46.16,Onion
2023-04-15,45.66,Onion
2023-04-16,46.38,Onion
2023-04-17,47.06,Onion
2023-04-18,45.09,Onion
2023-04-19,45.37,Onion
2023-04-20,47.21,Onion
2023-04-21,47.04,Onion
2023-04-22,48.05,Onion
2023-04-23,47.33,Onion
2023-04-24,47.68,Onion
2023-04-25,45.99,Onion
2023-04-26,47.16,Onion
2023-04-27,47.53,Onion
2023-04-28,47.17,Onion
2023-04-29,47.11,Onion
2023-04-30,49.03,Onion
2023-05-01,47.83,Onion
2023-05-02,47.13,Onion
2023-05-03,48.23,Onion
2023-05-04,49.9,Onion
2023-05-05,47.41,Onion
2023-05-06,48.39,Onion
2023-05-07,48.82,Onion
2023-05-08,50.73,Onion
2023-05-09,49.59,Onion
2023-05-10,50.31,Onion
2023-05-11,49.19,Onion
2023-05-12,49.8,Onion
2023-05-13,51.51,Onion
2023-05-14,51.09,Onion
2023-05-15,51.31,Onion
2023-05-16,50.59,Onion
2023-05-17,51.32,Onion
2023-05-18,51.81,Onion
2023-05-19,52.98,Onion
2023-05-20,53.33,Onion
2023-05-21,51.09,Onion
2023-05-22,50.32,Onion
2023-05-23,53.2,Onion
2023-05-24,53.69,Onion
2023-05-25,52.33,Onion
2023-05-26,52.2,Onion
2023-05-27,54.29,Onion
2023-05-28,55.01,Onion
2023-05-29,55.59,Onion
2023-05-30,54.41,Onion
2023-05-31,53.95,Onion
2023-06-01,54.12,Onion
2023-06-02,55.57,Onion
2023-06-03,55.63,Onion
2023-06-04,54.96,Onion
2023-06-05,57.54,Onion
2023-06-06,57.28,Onion
2023-06-07,57.04,Onion
2023-06-08,55.84,Onion
2023-06-09,58.08,Onion
2023-06-10,58.24,Onion
2023-06-11,58.04,Onion
2023-06-12,58.59,Onion
2023-06-13,58.03,Onion
2023-06-14,58.48,Onion
2023-06-15,59.03,Onion
2023-06-16,59.42,Onion
2023-06-17,57.86,Onion
2023-06-18,59.53,Onion
2023-06-19,58.78,Onion
2023-06-20,58.12,Onion
2023-06-21,61.14,Onion
2023-06-22,61.84,Onion
2023-06-23,62.15,Onion
2023-06-24,61.52,Onion
2023-06-25,62.49,Onion
2023-06-26,61.12,Onion
2023-06-27,61.28,Onion
2023-06-28,60.47,Onion
2023-06-29,62.46,Onion
2023-06-30,62.81,Onion
2023-07-01,61.93,Onion
2023-07-02,63.05,Onion
2023-07-03,62.85,Onion
2023-07-04,64.52,Onion
2023-07-05,64.06,Onion
2023-07-06,63.91,Onion
2023-07-07,64.77,Onion
2023-07-08,64.94,Onion
2023-07-09,64.69,Onion
2023-07-10,63.72,Onion
2023-07-11,64.54,Onion
2023-07-12,64.35,Onion
2023-07-13,64.53,Onion
2023-07-14,66.75,Onion
2023-07-15,66.98,Onion
2023-07-16,65.0,Onion
2023-07-17,66.3,Onion
2023-07-18,67.27,Onion
2023-07-19,67.67,Onion
2023-07-20,68.26,Onion
2023-07-21,68.0,Onion
2023-07-22,67.53,Onion
2023-07-23,67.27,Onion
2023-07-24,68.35,Onion
2023-07-25,68.34,Onion
2023-07-26,69.48,Onion
2023-07-27,69.92,Onion
2023-07-28,69.42,Onion
2023-07-29,68.73,Onion
2023-07-30,69.51,Onion
2023-07-31,69.77,Onion
2023-08-01,69.33,Onion
2023-08-02,69.29,Onion
2023-08-03,70.63,Onion
2023-08-04,70.55,Onion
2023-08-05,70.73,Onion
2023-08-06,71.5,Onion
2023-08-07,70.61,Onion
2023-08-08,71.11,Onion
2023-08-09,71.42,Onion
2023-08-10,70.73,Onion
2023-08-11,71.89,Onion
2023-08-12,73.89,Onion
2023-08-13,71.45,Onion
2023-08-14,70.33,Onion
2023-08-15,70.46,Onion
2023-08-16,72.42,Onion
2023-08-17,72.97,Onion
2023-08-18,73.39,Onion
2023-08-19,74.84,Onion
2023-08-20,71.22,Onion
2023-08-21,73.69,Onion
2023-08-22,74.62,Onion
2023-08-23,72.43,Onion
2023-08-24,73.63,Onion
2023-08-25,73.82,Onion
2023-08-26,73.92,Onion
2023-08-27,74.29,Onion
2023-08-28,75.55,Onion
2023-08-29,75.77,Onion
2023-08-30,74.02,Onion
2023-08-31,76.54,Onion
2023-09-01,75.36,Onion
2023-09-02,77.1,Onion
2023-09-03,75.27,Onion
2023-09-04,75.13,Onion
2023-09-05,75.16,Onion
2023-09-06,77.88,Onion
2023-09-07,76.25,Onion
2023-09-08,75.32,Onion
2023-09-09,77.0,Onion
2023-09-10,75.6,Onion
2023-09-11,75.12,Onion
2023-09-12,76.17,Onion
2023-09-13,75.54,Onion
2023-09-14,76.2,Onion
2023-09-15,76.41,Onion
2023-09-16,76.84,Onion
2023-09-17,76.69,Onion
2023-09-18,74.17,Onion
2023-09-19,76.28,Onion
2023-09-20,74.92,Onion
2023-09-21,74.92,Onion
2023-09-22,76.58,Onion
2023-09-23,76.82,Onion
2023-09-24,75.86,Onion
2023-09-25,76.81,Onion
2023-09-26,74.59,Onion
2023-09-27,75.53,Onion
2023-09-28,75.75,Onion
2023-09-29,76.62,Onion
2023-09-30,77.0,Onion
2023-10-01,75.56,Onion
2023-10-02,76.66,Onion
2023-10-03,75.77,Onion
2023-10-04,74.08,Onion
2023-10-05,74.38,Onion
2023-10-06,76.48,Onion
2023-10-07,76.35,Onion
2023-10-08,76.14,Onion
2023-10-09,75.73,Onion
2023-10-10,75.64,Onion
2023-10-11,76.33,Onion
2023-10-12,74.8,Onion
2023-10-13,75.08,Onion
2023-10-14,75.18,Onion
2023-10-15,76.08,Onion
2023-10-16,76.43,Onion
2023-10-17,74.57,Onion
2023-10-18,72.72,Onion
2023-10-19,73.74,Onion
2023-10-20,74.83,Onion
2023-10-21,75.08,Onion
2023-10-22,74.84,Onion
2023-10-23,74.71,Onion
2023-10-24,74.02,Onion
2023-10-25,75.23,Onion
2023-10-26,73.96,Onion
2023-10-27,74.07,Onion
2023-10-28,75.25,Onion
2023-10-29,73.05,Onion
2023-10-30,74.22,Onion
2023-10-31,73.56,Onion
2023-11-01,73.3,Onion
2023-11-02,75.12,Onion
2023-11-03,73.38,Onion
2023-11-04,75.75,Onion
2023-11-05,73.28,Onion
2023-11-06,71.75,Onion
2023-11-07,72.54,Onion
2023-11-08,71.46,Onion
2023-11-09,71.98,Onion
2023-11-10,73.25,Onion
2023-11-11,73.33,Onion
2023-11-12,71.83,Onion
2023-11-13,72.68,Onion
2023-11-14,72.39,Onion
2023-11-15,72.57,Onion
2023-11-16,71.97,Onion
2023-11-17,72.93,Onion
2023-11-18,69.93,Onion
2023-11-19,70.88,Onion
2023-11-20,69.77,Onion
2023-11-21,70.2,Onion
2023-11-22,69.49,Onion
2023-11-23,70.05,Onion
2023-11-24,72.1,Onion
2023-11-25,70.15,Onion
2023-11-26,70.21,Onion
2023-11-27,69.0,Onion
2023-11-28,68.81,Onion
2023-11-29,68.64,Onion
2023-11-30,69.22,Onion
